id,precip_mm,precip_in,is_it_safe_to_go_out
18469,0.02,0,t
18470,0,0,t
18471,0,0,t
18472,0,0,t
18473,0.53,0.02,f
18474,0.07,0,t
18475,0.09,0,t
18476,0,0,t
18477,0,0,t
18478,0,0,t
18479,1.42,0.06,f
18480,0,0,t
18481,0,0,t
18482,0,0,t
18483,0,0,t
18484,0,0,t
18485,0.02,0,t
18486,0,0,t
18487,0.33,0.01,t
18488,0,0,t
18489,0,0,t
18490,0,0,t
18491,0,0,t
18492,1.72,0.07,f
18493,0.1,0,t
18494,0,0,t
18495,0.89,0.04,f
18496,0,0,t
18497,2.26,0.09,f
18498,0.07,0,t
18499,0.33,0.01,t
18500,0,0,t
18501,0.14,0.01,t
18502,0,0,t
18503,0,0,t
18504,0,0,t
18505,0,0,t
18506,0,0,t
18507,0.05,0,t
18508,0,0,t
18509,0.05,0,t
18510,0.01,0,t
18511,0,0,t
18512,0,0,t
18513,0,0,t
18514,0,0,t
18515,0,0,t
18516,0,0,t
18517,0,0,t
18518,0,0,t
18519,0,0,t
18520,0,0,t
18521,0,0,t
18522,0,0,t
18523,0,0,t
18524,0,0,t
18525,0.01,0,t
18526,0,0,t
18527,0,0,t
18528,0.1,0,t
18529,1.03,0.04,f
18530,0,0,t
18531,0,0,t
18532,1.73,0.07,f
18533,0.01,0,t
18534,0,0,t
18535,0.04,0,t
18536,0.04,0,t
18537,1.15,0.05,f
18538,0,0,t
18539,0.24,0.01,t
18540,0.24,0.01,t
18541,0,0,t
18542,0.25,0.01,t
18543,0,0,t
18544,0,0,t
18545,0.01,0,t
18546,0,0,t
18547,0,0,t
18548,0,0,t
18549,0,0,t
18550,0,0,t
18551,0,0,t
18552,0.21,0.01,t
18553,0,0,t
18554,0.45,0.02,t
18555,0.01,0,t
18556,0,0,t
18557,0,0,t
18558,0,0,t
18559,0,0,t
18560,0.35,0.01,t
18561,0.02,0,t
18562,0,0,t
18563,0.12,0,t
18564,0,0,t
18565,0.27,0.01,t
18566,0,0,t
18567,0,0,t
18568,0.57,0.02,f
18569,0,0,t
18570,0,0,t
18571,0.28,0.01,t
18572,0,0,t
18573,0.11,0,t
18574,0,0,t
18575,0.4,0.02,t
18576,2.34,0.09,f
18577,0,0,t
18578,0,0,t
18579,0.02,0,t
18580,0,0,t
18581,0,0,t
18582,0.11,0,t
18583,0.01,0,t
18584,0,0,t
18585,0,0,t
18586,0,0,t
18587,0,0,t
18588,0,0,t
18589,0,0,t
18590,0.1,0,t
18591,0,0,t
18592,0,0,t
18593,0.1,0,t
18594,0,0,t
18595,0,0,t
18596,0,0,t
18597,0,0,t
18598,0,0,t
18599,0,0,t
18600,0,0,t
18601,0,0,t
18602,0,0,t
18603,0,0,t
18604,1.65,0.07,f
18605,0,0,t
18606,0,0,t
18607,0,0,t
18608,0,0,t
18609,0,0,t
18610,0,0,t
18611,0,0,t
18612,0,0,t
18613,0,0,t
18614,0,0,t
18615,0,0,t
18616,0,0,t
18617,0,0,t
18618,0.28,0.01,t
18619,1.31,0.05,f
18620,0,0,t
18621,0,0,t
18622,0.01,0,t
18623,0,0,t
18624,0,0,t
18625,0,0,t
18626,1.67,0.07,f
18627,0,0,t
18628,0,0,t
18629,0,0,t
18630,0,0,t
18631,0.17,0.01,t
18632,0.01,0,t
18633,0,0,t
18634,0,0,t
18635,1.71,0.07,f
18636,0,0,t
18637,0,0,t
18638,0,0,t
18639,0.01,0,t
18640,0,0,t
18641,0,0,t
18642,0,0,t
18643,0.05,0,t
18644,0.01,0,t
18645,0,0,t
18646,0,0,t
18647,0.02,0,t
18648,0,0,t
18649,0.02,0,t
18650,0,0,t
18651,0.21,0.01,t
18652,0,0,t
18653,0,0,t
18654,0,0,t
18655,0.67,0.03,f
18656,0,0,t
18657,0.36,0.01,t
18658,0.01,0,t
18659,0.02,0,t
18660,0,0,t
18661,0.77,0.03,f
18662,1.09,0.04,f
18663,0,0,t
18664,0,0,t
18665,0,0,t
18666,0,0,t
18667,0,0,t
18668,0.08,0,t
18669,2.47,0.1,f
18670,0.02,0,t
18671,0,0,t
18672,0,0,t
18673,0,0,t
18674,1.57,0.06,f
18675,0,0,t
18676,0.28,0.01,t
18677,0,0,t
18678,0,0,t
18679,1.91,0.08,f
18680,0,0,t
18681,0,0,t
18682,0.49,0.02,t
18683,0.27,0.01,t
18684,0,0,t
18685,0,0,t
18686,0,0,t
18687,0.16,0.01,t
18688,0,0,t
18689,0,0,t
18690,0,0,t
18691,0.01,0,t
18692,0.04,0,t
18693,0,0,t
18694,0,0,t
18695,0,0,t
18696,0.13,0.01,t
18697,0,0,t
18698,0.02,0,t
18699,0,0,t
18700,0.45,0.02,t
18701,0,0,t
18702,0,0,t
18703,0,0,t
18704,0.23,0.01,t
18705,1.17,0.05,f
18706,0,0,t
18707,0,0,t
18708,0,0,t
18709,0,0,t
18710,0,0,t
18711,0,0,t
18712,0.65,0.03,f
18713,0.08,0,t
18714,0,0,t
18715,0.34,0.01,t
18716,0,0,t
18717,0,0,t
18718,0,0,t
18719,0,0,t
18720,0,0,t
18721,0,0,t
18722,0,0,t
18723,0,0,t
18724,0.01,0,t
18725,0.02,0,t
18726,0,0,t
18727,0.07,0,t
18728,0,0,t
18729,0,0,t
18730,0.06,0,t
18731,0,0,t
18732,0,0,t
18733,0.19,0.01,t
18734,0,0,t
18735,0,0,t
18736,0,0,t
18737,0.17,0.01,t
18738,0.02,0,t
18739,0,0,t
18740,0,0,t
18741,0.01,0,t
18742,0,0,t
18743,0,0,t
18744,0,0,t
18745,0,0,t
18746,0,0,t
18747,0,0,t
18748,0.01,0,t
18749,2.15,0.08,f
18750,0.02,0,t
18751,0,0,t
18752,0,0,t
18753,0.58,0.02,f
18754,0,0,t
18755,1.95,0.08,f
18756,0.13,0.01,t
18757,0.01,0,t
18758,0.39,0.02,t
18759,0,0,t
18760,0.05,0,t
18761,0,0,t
18762,0,0,t
18763,0,0,t
18764,0,0,t
18765,0,0,t
18766,0,0,t
18767,0,0,t
18768,0.12,0,t
18769,0.09,0,t
18770,0,0,t
18771,0,0,t
18772,0,0,t
18773,0.03,0,t
18774,0.08,0,t
18775,0,0,t
18776,0.03,0,t
18777,1.6,0.06,f
18778,0,0,t
18779,0,0,t
18780,0,0,t
18781,0,0,t
18782,0,0,t
18783,0,0,t
18784,0.03,0,t
18785,0,0,t
18786,0,0,t
18787,0,0,t
18788,1.3,0.05,f
18789,0,0,t
18790,0,0,t
18791,0.11,0,t
18792,0,0,t
18793,0,0,t
18794,0,0,t
18795,0,0,t
18796,0,0,t
18797,0,0,t
18798,0.02,0,t
18799,0.67,0.03,f
18800,0,0,t
18801,0.66,0.03,f
18802,0.03,0,t
18803,0,0,t
18804,0.27,0.01,t
18805,0,0,t
18806,0.3,0.01,t
18807,0,0,t
18808,1.34,0.05,f
18809,0,0,t
18810,0.02,0,t
18811,0,0,t
18812,0,0,t
18813,0.04,0,t
18814,0.01,0,t
18815,0,0,t
18816,0.89,0.04,f
18817,0,0,t
18818,0,0,t
18819,0,0,t
18820,0,0,t
18821,0.64,0.03,f
18822,0,0,t
18823,0.58,0.02,f
18824,0,0,t
18825,0,0,t
18826,0,0,t
18827,0,0,t
18828,0,0,t
18829,0,0,t
18830,1.28,0.05,f
18831,0,0,t
18832,0,0,t
18833,0,0,t
18834,0,0,t
18835,0,0,t
18836,0,0,t
18837,0,0,t
18838,0,0,t
18839,0.17,0.01,t
18840,0,0,t
18841,0,0,t
18842,0.87,0.03,f
18843,0.02,0,t
18844,1.11,0.04,f
18845,0,0,t
18846,0,0,t
18847,0,0,t
18848,0,0,t
18849,0,0,t
18850,0,0,t
18851,0,0,t
18852,0,0,t
18853,0,0,t
18854,0,0,t
18855,0.18,0.01,t
18856,1.41,0.06,f
18857,1.95,0.08,f
18858,0.35,0.01,t
18859,0.01,0,t
18860,0,0,t
18861,0,0,t
18862,0,0,t
18863,0,0,t
18864,0.26,0.01,t
18865,0,0,t
18866,0,0,t
18867,0,0,t
18868,0,0,t
18869,0.24,0.01,t
18870,0,0,t
18871,0,0,t
18872,0.01,0,t
18873,0,0,t
18874,0,0,t
18875,0.79,0.03,f
18876,0,0,t
18877,0.5,0.02,f
18878,0.03,0,t
18879,0.32,0.01,t
18880,0.08,0,t
18881,0.1,0,t
18882,0,0,t
18883,0,0,t
18884,0,0,t
18885,0,0,t
18886,0.01,0,t
18887,2.33,0.09,f
18888,1.9,0.07,f
18889,0.01,0,t
18890,0,0,t
18891,0.03,0,t
18892,0,0,t
18893,0.01,0,t
18894,0,0,t
18895,0,0,t
18896,0,0,t
18897,0,0,t
18898,0.61,0.02,f
18899,0.08,0,t
18900,0.67,0.03,f
18901,0,0,t
18902,0,0,t
18903,0,0,t
18904,0,0,t
18905,0,0,t
18906,0,0,t
18907,0,0,t
18908,0.35,0.01,t
18909,0,0,t
18910,0,0,t
18911,0,0,t
18912,0.07,0,t
18913,0,0,t
18914,0,0,t
18915,0.08,0,t
18916,0,0,t
18917,0,0,t
18918,0,0,t
18919,0.01,0,t
18920,0.02,0,t
18921,0.02,0,t
18922,0.03,0,t
18923,0,0,t
18924,0,0,t
18925,0,0,t
18926,0,0,t
18927,0.14,0.01,t
18928,0,0,t
18929,0,0,t
18930,0,0,t
18931,0,0,t
18932,0,0,t
18933,0,0,t
18934,0,0,t
18935,0,0,t
18936,0,0,t
18937,0,0,t
18938,0,0,t
18939,0,0,t
18940,0,0,t
18941,0,0,t
18942,0,0,t
18943,0.01,0,t
18944,4.47,0.18,f
18945,0.08,0,t
18946,0,0,t
18947,0,0,t
18948,0,0,t
18949,0,0,t
18950,3.61,0.14,f
18951,0,0,t
18952,0.01,0,t
18953,0.01,0,t
18954,0,0,t
18955,0.29,0.01,t
18956,0,0,t
18957,0,0,t
18958,0,0,t
18959,0.04,0,t
18960,0,0,t
18961,0,0,t
18962,0,0,t
18963,0.5,0.02,f
18964,0.07,0,t
18965,0,0,t
18966,0,0,t
18967,0,0,t
18968,0.08,0,t
18969,0,0,t
18970,0,0,t
18971,0,0,t
18972,0.95,0.04,f
18973,0,0,t
18974,0,0,t
18975,0,0,t
18976,0,0,t
18977,0,0,t
18978,0,0,t
18979,0.01,0,t
18980,0,0,t
18981,0,0,t
18982,0,0,t
18983,0.59,0.02,f
18984,0.02,0,t
18985,0,0,t
18986,0,0,t
18987,0,0,t
18988,0,0,t
18989,0,0,t
18990,0,0,t
18991,0,0,t
18992,0,0,t
18993,0.03,0,t
18994,0,0,t
18995,0,0,t
18996,0.01,0,t
18997,0.05,0,t
18998,0.02,0,t
18999,0.12,0,t
19000,0,0,t
19001,0,0,t
19002,0,0,t
19003,0.65,0.03,f
19004,0,0,t
19005,0.1,0,t
19006,2.3,0.09,f
19007,0,0,t
19008,0.65,0.03,f
19009,0.01,0,t
19010,0,0,t
19011,0,0,t
19012,0.1,0,t
19013,0,0,t
19014,0.64,0.03,f
19015,0,0,t
19016,0.01,0,t
19017,0.01,0,t
19018,0,0,t
19019,0,0,t
19020,0,0,t
19021,0,0,t
19022,0.9,0.04,f
19023,0,0,t
19024,0,0,t
19025,0,0,t
19026,0,0,t
19027,0.03,0,t
19028,0.7,0.03,f
19029,0.02,0,t
19030,0,0,t
19031,0,0,t
19032,0,0,t
19033,0,0,t
19034,0.49,0.02,t
19035,0,0,t
19036,0,0,t
19037,0.01,0,t
19038,0,0,t
19039,1.02,0.04,f
19040,0,0,t
19041,0,0,t
19042,0,0,t
19043,0,0,t
19044,0.02,0,t
19045,0.01,0,t
19046,0,0,t
19047,0,0,t
19048,0.05,0,t
19049,0.01,0,t
19050,0,0,t
19051,0.06,0,t
19052,0.36,0.01,t
19053,0.33,0.01,t
19054,0,0,t
19055,0.05,0,t
19056,0,0,t
19057,0,0,t
19058,0,0,t
19059,0,0,t
19060,0,0,t
19061,0.04,0,t
19062,0,0,t
19063,0,0,t
19064,0.74,0.03,f
19065,0,0,t
19066,0,0,t
19067,0,0,t
19068,0,0,t
19069,0,0,t
19070,0,0,t
19071,0,0,t
19072,0.66,0.03,f
19073,0.1,0,t
19074,1.11,0.04,f
19075,0,0,t
19076,0,0,t
19077,0.32,0.01,t
19078,0,0,t
19079,0,0,t
19080,0,0,t
19081,0,0,t
19082,0.32,0.01,t
19083,0,0,t
19084,0.03,0,t
19085,0,0,t
19086,0,0,t
19087,0,0,t
19088,0.01,0,t
19089,0,0,t
19090,0,0,t
19091,0,0,t
19092,0,0,t
19093,0,0,t
19094,0.09,0,t
19095,1.42,0.06,f
19096,0.01,0,t
19097,0,0,t
19098,0,0,t
19099,0,0,t
19100,0,0,t
19101,0,0,t
19102,0,0,t
19103,0,0,t
19104,0.74,0.03,f
19105,0,0,t
19106,0,0,t
19107,0,0,t
19108,0,0,t
19109,0,0,t
19110,0,0,t
19111,0.14,0.01,t
19112,0,0,t
19113,0,0,t
19114,0.1,0,t
19115,0.03,0,t
19116,0.01,0,t
19117,0.08,0,t
19118,0,0,t
19119,0.05,0,t
19120,0.53,0.02,f
19121,0.07,0,t
19122,0,0,t
19123,0,0,t
19124,0.61,0.02,f
19125,0,0,t
19126,0,0,t
19127,0.51,0.02,f
19128,0,0,t
19129,0,0,t
19130,0,0,t
19131,0.01,0,t
19132,0.08,0,t
19133,0,0,t
19134,0,0,t
19135,0,0,t
19136,0.42,0.02,t
19137,0,0,t
19138,0.31,0.01,t
19139,0,0,t
19140,0.21,0.01,t
19141,0,0,t
19142,0.01,0,t
19143,0,0,t
19144,0,0,t
19145,0.03,0,t
19146,0.09,0,t
19147,0.01,0,t
19148,0.12,0,t
19149,1,0.04,f
19150,1.68,0.07,f
19151,0,0,t
19152,0,0,t
19153,0,0,t
19154,0,0,t
19155,0,0,t
19156,0.2,0.01,t
19157,0,0,t
19158,0,0,t
19159,0.04,0,t
19160,0.23,0.01,t
19161,0.66,0.03,f
19162,0,0,t
19163,0,0,t
19164,0.03,0,t
19165,0,0,t
19166,0.02,0,t
19167,0.03,0,t
19168,0,0,t
19169,0,0,t
19170,0,0,t
19171,0,0,t
19172,0,0,t
19173,0,0,t
19174,0.01,0,t
19175,0,0,t
19176,0,0,t
19177,0,0,t
19178,0.01,0,t
19179,0,0,t
19180,0,0,t
19181,1.47,0.06,f
19182,0,0,t
19183,0,0,t
19184,0,0,t
19185,0.01,0,t
19186,0,0,t
19187,0,0,t
19188,0.02,0,t
19189,0,0,t
19190,0,0,t
19191,0,0,t
19192,0,0,t
19193,0,0,t
19194,0,0,t
19195,2.15,0.08,f
19196,0,0,t
19197,0,0,t
19198,0,0,t
19199,0.01,0,t
19200,1.95,0.08,f
19201,0.54,0.02,f
19202,0,0,t
19203,0.67,0.03,f
19204,0.01,0,t
19205,0,0,t
19206,0,0,t
19207,0.47,0.02,t
19208,0,0,t
19209,0,0,t
19210,0,0,t
19211,0.01,0,t
19212,0.01,0,t
19213,0,0,t
19214,0.01,0,t
19215,0,0,t
19216,0,0,t
19217,3.33,0.13,f
19218,0,0,t
19219,0,0,t
19220,0,0,t
19221,0,0,t
19222,0.17,0.01,t
19223,0,0,t
19224,0,0,t
19225,0,0,t
19226,0,0,t
19227,0,0,t
19228,0,0,t
19229,0.18,0.01,t
19230,0,0,t
19231,0,0,t
19232,0.93,0.04,f
19233,0,0,t
19234,0.6,0.02,f
19235,0,0,t
19236,0.09,0,t
19237,0,0,t
19238,0,0,t
19239,0,0,t
19240,0,0,t
19241,0,0,t
19242,0,0,t
19243,0.18,0.01,t
19244,1.1,0.04,f
19245,0,0,t
19246,0.11,0,t
19247,0.02,0,t
19248,1.22,0.05,f
19249,0,0,t
19250,0,0,t
19251,0,0,t
19252,0,0,t
19253,0,0,t
19254,0.45,0.02,t
19255,0,0,t
19256,0.46,0.02,t
19257,0,0,t
19258,0,0,t
19259,0,0,t
19260,0.03,0,t
19261,0,0,t
19262,0.25,0.01,t
19263,0,0,t
19264,0,0,t
19265,0.69,0.03,f
19266,0,0,t
19267,0.15,0.01,t
19268,0.02,0,t
19269,0.18,0.01,t
19270,0,0,t
19271,0,0,t
19272,0.67,0.03,f
19273,0,0,t
19274,0.02,0,t
19275,0,0,t
19276,0.01,0,t
19277,0.21,0.01,t
19278,0,0,t
19279,0,0,t
19280,0,0,t
19281,0.05,0,t
19282,0.02,0,t
19283,0,0,t
19284,0,0,t
19285,0,0,t
19286,0,0,t
19287,0,0,t
19288,0,0,t
19289,0,0,t
19290,0.56,0.02,f
19291,0.04,0,t
19292,0,0,t
19293,0,0,t
19294,0,0,t
19295,0,0,t
19296,0,0,t
19297,0,0,t
19298,0,0,t
19299,0,0,t
19300,0.2,0.01,t
19301,0,0,t
19302,0,0,t
19303,0,0,t
19304,0,0,t
19305,0.03,0,t
19306,0.01,0,t
19307,0,0,t
19308,0,0,t
19309,0.04,0,t
19310,0.34,0.01,t
19311,0,0,t
19312,0.06,0,t
19313,0,0,t
19314,0.02,0,t
19315,0.01,0,t
19316,0.03,0,t
19317,0,0,t
19318,0.11,0,t
19319,0,0,t
19320,0,0,t
19321,0,0,t
19322,0.11,0,t
19323,0,0,t
19324,0,0,t
19325,0,0,t
19326,0,0,t
19327,0.02,0,t
19328,0,0,t
19329,0,0,t
19330,0,0,t
19331,0.01,0,t
19332,0,0,t
19333,0,0,t
19334,1.26,0.05,f
19335,0.13,0,t
19336,0.09,0,t
19337,0.07,0,t
19338,0,0,t
19339,0.02,0,t
19340,1.44,0.06,f
19341,0.08,0,t
19342,0,0,t
19343,0.07,0,t
19344,0.01,0,t
19345,1.05,0.04,f
19346,0,0,t
19347,0,0,t
19348,0,0,t
19349,0,0,t
19350,0.01,0,t
19351,0,0,t
19352,0,0,t
19353,0.33,0.01,t
19354,0.16,0.01,t
19355,0,0,t
19356,1.79,0.07,f
19357,0,0,t
19358,0.07,0,t
19359,0.22,0.01,t
19360,0,0,t
19361,0,0,t
19362,0.05,0,t
19363,0.01,0,t
19364,0,0,t
19365,0,0,t
19366,0,0,t
19367,0,0,t
19368,0,0,t
19369,0.04,0,t
19370,0.03,0,t
19371,0,0,t
19372,0,0,t
19373,0.01,0,t
19374,0,0,t
19375,0,0,t
19376,0.24,0.01,t
19377,0,0,t
19378,0,0,t
19379,1.54,0.06,f
19380,1.66,0.07,f
19381,0,0,t
19382,0,0,t
19383,0.09,0,t
19384,0.16,0.01,t
19385,0,0,t
19386,0.22,0.01,t
19387,0,0,t
19388,0.21,0.01,t
19389,0,0,t
19390,0,0,t
19391,0.01,0,t
19392,0,0,t
19393,2.46,0.1,f
19394,0.06,0,t
19395,0.02,0,t
19396,0.99,0.04,f
19397,0,0,t
19398,0,0,t
19399,0,0,t
19400,0,0,t
19401,0,0,t
19402,0.18,0.01,t
19403,0,0,t
19404,0,0,t
19405,0.04,0,t
19406,0.82,0.03,f
19407,0.01,0,t
19408,0,0,t
19409,0,0,t
19410,0,0,t
19411,0,0,t
19412,0.37,0.01,t
19413,0,0,t
19414,0,0,t
19415,0,0,t
19416,0,0,t
19417,0,0,t
19418,0,0,t
19419,0.02,0,t
19420,0,0,t
19421,0,0,t
19422,0,0,t
19423,0,0,t
19424,0.02,0,t
19425,0,0,t
19426,0,0,t
19427,0,0,t
19428,0,0,t
19429,1.45,0.06,f
19430,0,0,t
19431,0,0,t
19432,0,0,t
19433,0.01,0,t
19434,0.06,0,t
19435,0,0,t
19436,0,0,t
19437,0,0,t
19438,0.18,0.01,t
19439,1.24,0.05,f
19440,0.02,0,t
19441,0.87,0.03,f
19442,0.07,0,t
19443,0.1,0,t
19444,0.24,0.01,t
19445,0,0,t
19446,0,0,t
19447,0,0,t
19448,0.02,0,t
19449,1.05,0.04,f
19450,0,0,t
19451,0.7,0.03,f
19452,0,0,t
19453,0.01,0,t
19454,0,0,t
19455,0.09,0,t
19456,0.12,0,t
19457,0.08,0,t
19458,0,0,t
19459,0,0,t
19460,0,0,t
19461,0,0,t
19462,0.63,0.02,f
19463,0.16,0.01,t
19464,0.57,0.02,f
19465,0,0,t
19466,1.94,0.08,f
19467,0,0,t
19468,0,0,t
19469,0.07,0,t
19470,0,0,t
19471,0,0,t
19472,0.33,0.01,t
19473,0,0,t
19474,0.36,0.01,t
19475,0,0,t
19476,0,0,t
19477,0,0,t
19478,0,0,t
19479,0,0,t
19480,0,0,t
19481,0,0,t
19482,0,0,t
19483,1.26,0.05,f
19484,0.01,0,t
19485,0.17,0.01,t
19486,0.02,0,t
19487,0,0,t
19488,0.12,0,t
19489,0.01,0,t
19490,0,0,t
19491,0,0,t
19492,0,0,t
19493,0.01,0,t
19494,0,0,t
19495,0.14,0.01,t
19496,0,0,t
19497,0.01,0,t
19498,0,0,t
19499,0,0,t
19500,0.03,0,t
19501,0.07,0,t
19502,0,0,t
19503,0,0,t
19504,0.06,0,t
19505,0.05,0,t
19506,0.14,0.01,t
19507,2.29,0.09,f
19508,0,0,t
19509,0.01,0,t
19510,0.31,0.01,t
19511,0.03,0,t
19512,0,0,t
19513,0.05,0,t
19514,0.67,0.03,f
19515,0,0,t
19516,0,0,t
19517,0.63,0.02,f
19518,0,0,t
19519,0,0,t
19520,0,0,t
19521,0,0,t
19522,0.18,0.01,t
19523,0,0,t
19524,0,0,t
19525,0,0,t
19526,0.28,0.01,t
19527,0,0,t
19528,0,0,t
19529,0,0,t
19530,0.08,0,t
19531,0.05,0,t
19532,0.08,0,t
19533,0.08,0,t
19534,0.65,0.03,f
19535,0,0,t
19536,0,0,t
19537,0,0,t
19538,0.06,0,t
19539,0.21,0.01,t
19540,0.38,0.01,t
19541,0.12,0,t
19542,0,0,t
19543,0,0,t
19544,0,0,t
19545,0.33,0.01,t
19546,0.2,0.01,t
19547,0,0,t
19548,0.11,0,t
19549,0.35,0.01,t
19550,0.01,0,t
19551,0,0,t
19552,0,0,t
19553,0.02,0,t
19554,0,0,t
19555,0,0,t
19556,0,0,t
19557,0.08,0,t
19558,0.01,0,t
19559,0,0,t
19560,0,0,t
19561,0,0,t
19562,0,0,t
19563,0,0,t
19564,0.08,0,t
19565,0.11,0,t
19566,1.39,0.05,f
19567,0,0,t
19568,0,0,t
19569,0,0,t
19570,0,0,t
19571,1.46,0.06,f
19572,0.01,0,t
19573,0,0,t
19574,0.36,0.01,t
19575,0,0,t
19576,0.03,0,t
19577,0,0,t
19578,0.35,0.01,t
19579,0.19,0.01,t
19580,0,0,t
19581,0,0,t
19582,0.01,0,t
19583,0.07,0,t
19584,0.38,0.01,t
19585,0,0,t
19586,0,0,t
19587,0,0,t
19588,0.59,0.02,f
19589,0.03,0,t
19590,0.14,0.01,t
19591,0.16,0.01,t
19592,0,0,t
19593,0.05,0,t
19594,0,0,t
19595,0,0,t
19596,0,0,t
19597,0.14,0.01,t
19598,0,0,t
19599,0.03,0,t
19600,0.01,0,t
19601,0.04,0,t
19602,0,0,t
19603,0,0,t
19604,0,0,t
19605,0.01,0,t
19606,0,0,t
19607,0.02,0,t
19608,0,0,t
19609,0,0,t
19610,0,0,t
19611,0.58,0.02,f
19612,0.91,0.04,f
19613,0.02,0,t
19614,0.12,0,t
19615,0,0,t
19616,0,0,t
19617,0,0,t
19618,0,0,t
19619,0,0,t
19620,0,0,t
19621,0,0,t
19622,0.17,0.01,t
19623,0.07,0,t
19624,0.21,0.01,t
19625,0,0,t
19626,0,0,t
19627,0,0,t
19628,0,0,t
19629,0,0,t
19630,0.01,0,t
19631,0,0,t
19632,0,0,t
19633,0.17,0.01,t
19634,0.57,0.02,f
19635,0.03,0,t
19636,0.01,0,t
19637,0.15,0.01,t
19638,0.98,0.04,f
19639,0.11,0,t
19640,0.19,0.01,t
19641,0,0,t
19642,0,0,t
19643,0.02,0,t
19644,4.03,0.16,f
19645,0,0,t
19646,0.01,0,t
19647,0,0,t
19648,0,0,t
19649,0,0,t
19650,0,0,t
19651,0,0,t
19652,0,0,t
19653,0,0,t
19654,0.01,0,t
19655,0,0,t
19656,0,0,t
19657,0.01,0,t
19658,0.02,0,t
19659,0.86,0.03,f
19660,0,0,t
19661,0.07,0,t
19662,0,0,t
19663,0,0,t
19664,0.1,0,t
19665,0,0,t
19666,0.02,0,t
19667,0.94,0.04,f
19668,0,0,t
19669,0,0,t
19670,0,0,t
19671,0,0,t
19672,0.1,0,t
19673,0.06,0,t
19674,0,0,t
19675,0.56,0.02,f
19676,0,0,t
19677,0,0,t
19678,0,0,t
19679,0.01,0,t
19680,0.78,0.03,f
19681,0.09,0,t
19682,0,0,t
19683,1.25,0.05,f
19684,0.58,0.02,f
19685,0,0,t
19686,0,0,t
19687,0.27,0.01,t
19688,0.19,0.01,t
19689,0,0,t
19690,0.14,0.01,t
19691,0,0,t
19692,0,0,t
19693,0,0,t
19694,0,0,t
19695,0.05,0,t
19696,0.52,0.02,f
19697,0,0,t
19698,0,0,t
19699,0,0,t
19700,0.03,0,t
19701,0.05,0,t
19702,0.1,0,t
19703,0,0,t
19704,0,0,t
19705,0,0,t
19706,0,0,t
19707,0,0,t
19708,0,0,t
19709,0.44,0.02,t
19710,0,0,t
19711,0,0,t
19712,0.76,0.03,f
19713,0,0,t
19714,0,0,t
19715,0,0,t
19716,0,0,t
19717,0.02,0,t
19718,0,0,t
19719,0,0,t
19720,0,0,t
19721,0.14,0.01,t
19722,0,0,t
19723,0,0,t
19724,2.15,0.08,f
19725,0.02,0,t
19726,1.09,0.04,f
19727,0.03,0,t
19728,0,0,t
19729,0,0,t
19730,2.3,0.09,f
19731,0,0,t
19732,0,0,t
19733,0.04,0,t
19734,0.58,0.02,f
19735,1.09,0.04,f
19736,0,0,t
19737,0,0,t
19738,0,0,t
19739,0.05,0,t
19740,0.04,0,t
19741,0.01,0,t
19742,0,0,t
19743,0,0,t
19744,0.08,0,t
19745,0.04,0,t
19746,1.94,0.08,f
19747,0,0,t
19748,0.01,0,t
19749,0.28,0.01,t
19750,0,0,t
19751,0,0,t
19752,0.03,0,t
19753,0.01,0,t
19754,0,0,t
19755,0,0,t
19756,0,0,t
19757,0,0,t
19758,0.04,0,t
19759,0.05,0,t
19760,0.03,0,t
19761,0.7,0.03,f
19762,0,0,t
19763,0.29,0.01,t
19764,0,0,t
19765,0,0,t
19766,0,0,t
19767,0.07,0,t
19768,0.04,0,t
19769,1.29,0.05,f
19770,0.01,0,t
19771,0.06,0,t
19772,0,0,t
19773,0.13,0.01,t
19774,0.27,0.01,t
19775,0,0,t
19776,0,0,t
19777,0,0,t
19778,0.01,0,t
19779,0,0,t
19780,0,0,t
19781,0,0,t
19782,0,0,t
19783,3.06,0.12,f
19784,0.1,0,t
19785,0.05,0,t
19786,0.57,0.02,f
19787,0,0,t
19788,0.68,0.03,f
19789,0.04,0,t
19790,0,0,t
19791,0,0,t
19792,0.04,0,t
19793,0,0,t
19794,0.01,0,t
19795,0.02,0,t
19796,0,0,t
19797,0,0,t
19798,0,0,t
19799,0.04,0,t
19800,0.25,0.01,t
19801,0.02,0,t
19802,0,0,t
19803,0,0,t
19804,0,0,t
19805,0,0,t
19806,0,0,t
19807,0.02,0,t
19808,0,0,t
19809,0,0,t
19810,0,0,t
19811,0,0,t
19812,0.31,0.01,t
19813,0,0,t
19814,0,0,t
19815,0,0,t
19816,0,0,t
19817,0.03,0,t
19818,0,0,t
19819,0.05,0,t
19820,0,0,t
19821,0,0,t
19822,0,0,t
19823,0.01,0,t
19824,0.95,0.04,f
19825,0,0,t
19826,0,0,t
19827,0,0,t
19828,0.15,0.01,t
19829,0.8,0.03,f
19830,0,0,t
19831,0.11,0,t
19832,0,0,t
19833,0.14,0.01,t
19834,0,0,t
19835,0,0,t
19836,0,0,t
19837,0,0,t
19838,0,0,t
19839,0.61,0.02,f
19840,0,0,t
19841,0.56,0.02,f
19842,0,0,t
19843,1.71,0.07,f
19844,0.26,0.01,t
19845,0,0,t
19846,0,0,t
19847,0,0,t
