id,precip_mm,precip_in,is_it_safe_to_go_out
8772,0,0,t
8773,0,0,t
8774,0,0,t
8775,0,0,t
8776,0,0,t
8777,0,0,t
8778,0,0,t
8779,0,0,t
8780,0,0,t
8781,0,0,t
8782,0,0,t
8783,0,0,t
8784,0,0,t
8785,0,0,t
8786,0,0,t
8787,0,0,t
8788,0,0,t
8789,0.01,0,t
8790,0,0,t
8791,0.22,0.01,t
8792,0,0,t
8793,0.01,0,t
8794,0.02,0,t
8795,0,0,t
8796,0,0,t
8797,0.03,0,t
8798,0,0,t
8799,0,0,t
8800,0,0,t
8801,0.02,0,t
8802,0,0,t
8803,0,0,t
8804,0,0,t
8805,0,0,t
8806,0.03,0,t
8807,2.69,0.11,f
8808,0,0,t
8809,0,0,t
8810,0,0,t
8811,0.27,0.01,t
8812,0.08,0,t
8813,0,0,t
8814,0.01,0,t
8815,0.16,0.01,t
8816,0,0,t
8817,4.77,0.19,f
8818,0,0,t
8819,0.45,0.02,t
8820,0.14,0.01,t
8821,0,0,t
8822,0,0,t
8823,0,0,t
8824,0,0,t
8825,0,0,t
8826,0,0,t
8827,0,0,t
8828,0.92,0.04,f
8829,0,0,t
8830,0.04,0,t
8831,0.02,0,t
8832,0,0,t
8833,0,0,t
8834,0.01,0,t
8835,0.66,0.03,f
8836,0.41,0.02,t
8837,0,0,t
8838,0,0,t
8839,0,0,t
8840,0,0,t
8841,0.02,0,t
8842,0,0,t
8843,0,0,t
8844,0,0,t
8845,0,0,t
8846,0.14,0.01,t
8847,0,0,t
8848,0,0,t
8849,0,0,t
8850,0,0,t
8851,0,0,t
8852,0,0,t
8853,0,0,t
8854,0,0,t
8855,0,0,t
8856,0,0,t
8857,0,0,t
8858,0,0,t
8859,0,0,t
8860,0,0,t
8861,0,0,t
8862,0.08,0,t
8863,0,0,t
8864,0.95,0.04,f
8865,0,0,t
8866,0,0,t
8867,0,0,t
8868,0,0,t
8869,0,0,t
8870,0,0,t
8871,0,0,t
8872,0.22,0.01,t
8873,0,0,t
8874,0,0,t
8875,0,0,t
8876,0,0,t
8877,0,0,t
8878,0,0,t
8879,0,0,t
8880,0,0,t
8881,0,0,t
8882,0,0,t
8883,0,0,t
8884,0,0,t
8885,0,0,t
8886,0,0,t
8887,0,0,t
8888,0,0,t
8889,0,0,t
8890,0.01,0,t
8891,1.84,0.07,f
8892,0,0,t
8893,0,0,t
8894,0,0,t
8895,0,0,t
8896,0,0,t
8897,0,0,t
8898,0,0,t
8899,0.01,0,t
8900,0.37,0.01,t
8901,0.04,0,t
8902,0.01,0,t
8903,0,0,t
8904,0,0,t
8905,0,0,t
8906,0,0,t
8907,0,0,t
8908,0,0,t
8909,0,0,t
8910,0.03,0,t
8911,0.21,0.01,t
8912,0.06,0,t
8913,0.24,0.01,t
8914,0,0,t
8915,0.06,0,t
8916,0,0,t
8917,0,0,t
8918,0,0,t
8919,0.11,0,t
8920,0,0,t
8921,0.02,0,t
8922,2.5,0.1,f
8923,0.04,0,t
8924,0.04,0,t
8925,0,0,t
8926,0,0,t
8927,0,0,t
8928,0.03,0,t
8929,0,0,t
8930,0,0,t
8931,0,0,t
8932,0.37,0.01,t
8933,0,0,t
8934,0,0,t
8935,0,0,t
8936,0,0,t
8937,0,0,t
8938,0.18,0.01,t
8939,0,0,t
8940,1.04,0.04,f
8941,0,0,t
8942,0,0,t
8943,0,0,t
8944,0,0,t
8945,0,0,t
8946,0,0,t
8947,0,0,t
8948,0,0,t
8949,0.01,0,t
8950,0.38,0.01,t
8951,0,0,t
8952,0.07,0,t
8953,0,0,t
8954,0,0,t
8955,0.61,0.02,f
8956,0.01,0,t
8957,0.25,0.01,t
8958,0,0,t
8959,0,0,t
8960,0,0,t
8961,0,0,t
8962,0.06,0,t
8963,0,0,t
8964,0,0,t
8965,0,0,t
8966,0.04,0,t
8967,0.84,0.03,f
8968,0,0,t
8969,0,0,t
8970,0,0,t
8971,0,0,t
8972,0.08,0,t
8973,0,0,t
8974,0,0,t
8975,0,0,t
8976,0,0,t
8977,0.01,0,t
8978,0.13,0.01,t
8979,0,0,t
8980,0.07,0,t
8981,0,0,t
8982,0,0,t
8983,0,0,t
8984,0,0,t
8985,0,0,t
8986,0.43,0.02,t
8987,0,0,t
8988,0,0,t
8989,0.16,0.01,t
8990,0,0,t
8991,0,0,t
8992,0.03,0,t
8993,0.04,0,t
8994,0,0,t
8995,0,0,t
8996,0,0,t
8997,0,0,t
8998,0,0,t
8999,0,0,t
9000,0,0,t
9001,0.02,0,t
9002,0.91,0.04,f
9003,0,0,t
9004,0,0,t
9005,0,0,t
9006,0,0,t
9007,0.08,0,t
9008,2.69,0.11,f
9009,0.01,0,t
9010,0.01,0,t
9011,0,0,t
9012,3.07,0.12,f
9013,0,0,t
9014,0.27,0.01,t
9015,0.35,0.01,t
9016,0,0,t
9017,0.62,0.02,f
9018,0.17,0.01,t
9019,0,0,t
9020,0.19,0.01,t
9021,3.67,0.14,f
9022,0.21,0.01,t
9023,0,0,t
9024,0,0,t
9025,0,0,t
9026,0,0,t
9027,0,0,t
9028,0,0,t
9029,0,0,t
9030,0.72,0.03,f
9031,0,0,t
9032,0,0,t
9033,0,0,t
9034,0,0,t
9035,0,0,t
9036,0.15,0.01,t
9037,0,0,t
9038,0,0,t
9039,0,0,t
9040,0.02,0,t
9041,0,0,t
9042,0,0,t
9043,0,0,t
9044,0,0,t
9045,0,0,t
9046,0,0,t
9047,0,0,t
9048,0,0,t
9049,0,0,t
9050,0,0,t
9051,0,0,t
9052,0,0,t
9053,0.06,0,t
9054,0,0,t
9055,1.25,0.05,f
9056,0,0,t
9057,0,0,t
9058,0.28,0.01,t
9059,0.2,0.01,t
9060,0,0,t
9061,0,0,t
9062,0.24,0.01,t
9063,0,0,t
9064,0,0,t
9065,0,0,t
9066,1.41,0.06,f
9067,0,0,t
9068,0,0,t
9069,0.7,0.03,f
9070,0,0,t
9071,0,0,t
9072,0,0,t
9073,0.6,0.02,f
9074,0,0,t
9075,0,0,t
9076,0,0,t
9077,0,0,t
9078,0,0,t
9079,0,0,t
9080,0,0,t
9081,0,0,t
9082,0,0,t
9083,0,0,t
9084,3.78,0.15,f
9085,0.11,0,t
9086,1.43,0.06,f
9087,0,0,t
9088,0,0,t
9089,0.08,0,t
9090,0,0,t
9091,0,0,t
9092,0,0,t
9093,0,0,t
9094,1.64,0.06,f
9095,0.19,0.01,t
9096,0.19,0.01,t
9097,0,0,t
9098,0,0,t
9099,0.01,0,t
9100,0,0,t
9101,0,0,t
9102,0.96,0.04,f
9103,0,0,t
9104,0,0,t
9105,0,0,t
9106,0.36,0.01,t
9107,0,0,t
9108,0,0,t
9109,0,0,t
9110,0,0,t
9111,0,0,t
9112,0.38,0.01,t
9113,0,0,t
9114,0,0,t
9115,0,0,t
9116,0,0,t
9117,0.23,0.01,t
9118,0,0,t
9119,0,0,t
9120,0,0,t
9121,0.06,0,t
9122,0,0,t
9123,0,0,t
9124,0,0,t
9125,0,0,t
9126,0,0,t
9127,0.13,0.01,t
9128,0,0,t
9129,0.01,0,t
9130,0.05,0,t
9131,0,0,t
9132,0,0,t
9133,0,0,t
9134,0,0,t
9135,0,0,t
9136,0,0,t
9137,0,0,t
9138,0,0,t
9139,0,0,t
9140,0,0,t
9141,0,0,t
9142,0,0,t
9143,0.08,0,t
9144,0.41,0.02,t
9145,0,0,t
9146,0,0,t
9147,0,0,t
9148,0,0,t
9149,0,0,t
9150,0,0,t
9151,0.02,0,t
9152,0.11,0,t
9153,0.11,0,t
9154,0,0,t
9155,0,0,t
9156,0,0,t
9157,0,0,t
9158,0,0,t
9159,0,0,t
9160,0.58,0.02,f
9161,0.01,0,t
9162,0.2,0.01,t
9163,0,0,t
9164,0,0,t
9165,0,0,t
9166,0.44,0.02,t
9167,0,0,t
9168,0,0,t
9169,0,0,t
9170,0,0,t
9171,0.74,0.03,f
9172,0,0,t
9173,0,0,t
9174,0.04,0,t
9175,0,0,t
9176,0.02,0,t
9177,0,0,t
9178,0,0,t
9179,0,0,t
9180,0,0,t
9181,0,0,t
9182,0,0,t
9183,0,0,t
9184,0,0,t
9185,0,0,t
9186,0.1,0,t
9187,0,0,t
9188,0.02,0,t
9189,0,0,t
9190,0.39,0.02,t
9191,0,0,t
9192,0,0,t
9193,0,0,t
9194,0,0,t
9195,0,0,t
9196,0,0,t
9197,2.53,0.1,f
9198,0,0,t
9199,0,0,t
9200,0,0,t
9201,0.07,0,t
9202,0,0,t
9203,0.01,0,t
9204,0,0,t
9205,0,0,t
9206,0,0,t
9207,0.44,0.02,t
9208,0,0,t
9209,0.42,0.02,t
9210,0.01,0,t
9211,0.65,0.03,f
9212,0.24,0.01,t
9213,0.17,0.01,t
9214,0,0,t
9215,0.08,0,t
9216,0.25,0.01,t
9217,0,0,t
9218,0.05,0,t
9219,0,0,t
9220,0,0,t
9221,0,0,t
9222,0,0,t
9223,0,0,t
9224,0,0,t
9225,0.26,0.01,t
9226,1.57,0.06,f
9227,0.05,0,t
9228,1.18,0.05,f
9229,0,0,t
9230,0,0,t
9231,0.86,0.03,f
9232,0.39,0.02,t
9233,0.04,0,t
9234,0,0,t
9235,0,0,t
9236,0,0,t
9237,0,0,t
9238,0,0,t
9239,0.01,0,t
9240,0,0,t
9241,14.77,0.58,f
9242,4.71,0.19,f
9243,0.01,0,t
9244,0.27,0.01,t
9245,0.01,0,t
9246,0.43,0.02,t
9247,0,0,t
9248,0,0,t
9249,0,0,t
9250,0.01,0,t
9251,1.56,0.06,f
9252,0,0,t
9253,0,0,t
9254,0.94,0.04,f
9255,0.52,0.02,f
9256,0,0,t
9257,0,0,t
9258,0.05,0,t
9259,0,0,t
9260,0,0,t
9261,0.01,0,t
9262,0,0,t
9263,0,0,t
9264,0,0,t
9265,0,0,t
9266,0,0,t
9267,0,0,t
9268,0,0,t
9269,0,0,t
9270,0,0,t
9271,0,0,t
9272,0,0,t
9273,0,0,t
9274,0,0,t
9275,0,0,t
9276,0,0,t
9277,0,0,t
9278,0,0,t
9279,0.5,0.02,f
9280,0.08,0,t
9281,1.79,0.07,f
9282,0,0,t
9283,0,0,t
9284,0,0,t
9285,0,0,t
9286,0,0,t
9287,0,0,t
9288,0,0,t
9289,0,0,t
9290,0,0,t
9291,0.5,0.02,f
9292,0.55,0.02,f
9293,0,0,t
9294,0,0,t
9295,0,0,t
9296,0,0,t
9297,0,0,t
9298,0,0,t
9299,0,0,t
9300,0,0,t
9301,0,0,t
9302,0.01,0,t
9303,0,0,t
9304,0.01,0,t
9305,0.09,0,t
9306,0,0,t
9307,0,0,t
9308,0,0,t
9309,0,0,t
9310,0,0,t
9311,0.53,0.02,f
9312,2.28,0.09,f
9313,0,0,t
9314,1.05,0.04,f
9315,0.02,0,t
9316,0,0,t
9317,0,0,t
9318,0,0,t
9319,0,0,t
9320,0,0,t
9321,0,0,t
9322,0,0,t
9323,0,0,t
9324,0.03,0,t
9325,0,0,t
9326,0.12,0,t
9327,0,0,t
9328,0,0,t
9329,0,0,t
9330,0,0,t
9331,0,0,t
9332,0,0,t
9333,0,0,t
9334,0,0,t
9335,0,0,t
9336,0,0,t
9337,0,0,t
9338,0,0,t
9339,0,0,t
9340,0,0,t
9341,0,0,t
9342,0,0,t
9343,0,0,t
9344,0,0,t
9345,0,0,t
9346,0.61,0.02,f
9347,0.26,0.01,t
9348,0,0,t
9349,0,0,t
9350,0,0,t
9351,0,0,t
9352,0.21,0.01,t
9353,0,0,t
9354,0,0,t
9355,0.08,0,t
9356,0,0,t
9357,0.02,0,t
9358,0,0,t
9359,0.02,0,t
9360,0.01,0,t
9361,0,0,t
9362,0,0,t
9363,0,0,t
9364,0,0,t
9365,0,0,t
9366,0.06,0,t
9367,0,0,t
9368,0,0,t
9369,0,0,t
9370,0,0,t
9371,0.03,0,t
9372,0,0,t
9373,0.17,0.01,t
9374,0,0,t
9375,0,0,t
9376,0,0,t
9377,0.05,0,t
9378,0,0,t
9379,0,0,t
9380,0,0,t
9381,0,0,t
9382,0,0,t
9383,0.04,0,t
9384,0,0,t
9385,0,0,t
9386,0,0,t
9387,0,0,t
9388,0,0,t
9389,0,0,t
9390,0,0,t
9391,0.49,0.02,t
9392,2.06,0.08,f
9393,0,0,t
9394,0,0,t
9395,0,0,t
9396,0,0,t
9397,0.67,0.03,f
9398,0.02,0,t
9399,0,0,t
9400,0.01,0,t
9401,0,0,t
9402,1.12,0.04,f
9403,0,0,t
9404,0.46,0.02,t
9405,0.01,0,t
9406,0.01,0,t
9407,0.1,0,t
9408,0.31,0.01,t
9409,0,0,t
9410,0.06,0,t
9411,0,0,t
9412,0,0,t
9413,0.09,0,t
9414,0,0,t
9415,0,0,t
9416,0,0,t
9417,0.21,0.01,t
9418,0,0,t
9419,0,0,t
9420,0.31,0.01,t
9421,0.11,0,t
9422,0,0,t
9423,0,0,t
9424,0,0,t
9425,0,0,t
9426,0.46,0.02,t
9427,0,0,t
9428,0.32,0.01,t
9429,0.04,0,t
9430,0,0,t
9431,0,0,t
9432,0,0,t
9433,0,0,t
9434,0.02,0,t
9435,0,0,t
9436,13.06,0.51,f
9437,0,0,t
9438,0.26,0.01,t
9439,0,0,t
9440,0.13,0.01,t
9441,0.56,0.02,f
9442,0,0,t
9443,0,0,t
9444,0.02,0,t
9445,0.02,0,t
9446,0.59,0.02,f
9447,0.67,0.03,f
9448,0,0,t
9449,0,0,t
9450,0,0,t
9451,0,0,t
9452,0,0,t
9453,0,0,t
9454,0,0,t
9455,0,0,t
9456,0,0,t
9457,0,0,t
9458,0,0,t
9459,0,0,t
9460,0,0,t
9461,0,0,t
9462,0,0,t
9463,0,0,t
9464,0,0,t
9465,0,0,t
9466,0,0,t
9467,0.34,0.01,t
9468,0.01,0,t
9469,0.21,0.01,t
9470,0,0,t
9471,0,0,t
9472,0,0,t
9473,0.03,0,t
9474,0.05,0,t
9475,0,0,t
9476,1.04,0.04,f
9477,0,0,t
9478,0,0,t
9479,0,0,t
9480,0,0,t
9481,0,0,t
9482,0,0,t
9483,0.77,0.03,f
9484,0,0,t
9485,0,0,t
9486,0,0,t
9487,0,0,t
9488,0,0,t
9489,0,0,t
9490,0.1,0,t
9491,0,0,t
9492,0.01,0,t
9493,0,0,t
9494,0.56,0.02,f
9495,0,0,t
9496,0.03,0,t
9497,0.01,0,t
9498,0,0,t
9499,0.03,0,t
9500,0.03,0,t
9501,0.06,0,t
9502,0,0,t
9503,0,0,t
9504,0,0,t
9505,0,0,t
9506,0,0,t
9507,0.14,0.01,t
9508,0.82,0.03,f
9509,0,0,t
9510,0,0,t
9511,0,0,t
9512,0,0,t
9513,0.41,0.02,t
9514,0,0,t
9515,0,0,t
9516,0,0,t
9517,0,0,t
9518,0,0,t
9519,0,0,t
9520,0,0,t
9521,0,0,t
9522,0,0,t
9523,0,0,t
9524,0,0,t
9525,0.55,0.02,f
9526,0,0,t
9527,0,0,t
9528,0.04,0,t
9529,0,0,t
9530,0,0,t
9531,0,0,t
9532,0,0,t
9533,0.02,0,t
9534,0,0,t
9535,1.75,0.07,f
9536,0,0,t
9537,0,0,t
9538,0,0,t
9539,0,0,t
9540,0,0,t
9541,0.29,0.01,t
9542,0.31,0.01,t
9543,0,0,t
9544,0,0,t
9545,0,0,t
9546,0,0,t
9547,0,0,t
9548,0,0,t
9549,0,0,t
9550,0,0,t
9551,0,0,t
9552,0.02,0,t
9553,0,0,t
9554,0,0,t
9555,0,0,t
9556,0,0,t
9557,0,0,t
9558,0,0,t
9559,0,0,t
9560,0,0,t
9561,0.05,0,t
9562,0,0,t
9563,0,0,t
9564,0.12,0,t
9565,1.01,0.04,f
9566,0,0,t
9567,0,0,t
9568,0,0,t
9569,0,0,t
9570,0.02,0,t
9571,0.01,0,t
9572,0,0,t
9573,0.05,0,t
9574,0,0,t
9575,0,0,t
9576,0,0,t
9577,0,0,t
9578,0.04,0,t
9579,0,0,t
9580,0,0,t
9581,0,0,t
9582,0,0,t
9583,0,0,t
9584,0,0,t
9585,0,0,t
9586,1.33,0.05,f
9587,1.73,0.07,f
9588,0,0,t
9589,0,0,t
9590,0,0,t
9591,0,0,t
9592,1.33,0.05,f
9593,0,0,t
9594,0,0,t
9595,0.01,0,t
9596,0,0,t
9597,0.74,0.03,f
9598,0,0,t
9599,0.15,0.01,t
9600,0.07,0,t
9601,0.17,0.01,t
9602,0.25,0.01,t
9603,0.01,0,t
9604,0,0,t
9605,0.15,0.01,t
9606,0,0,t
9607,0,0,t
9608,1.1,0.04,f
9609,0,0,t
9610,0,0,t
9611,0,0,t
9612,0.04,0,t
9613,0,0,t
9614,0.01,0,t
9615,0.39,0.02,t
9616,0.02,0,t
9617,0,0,t
9618,0,0,t
9619,0,0,t
9620,1.73,0.07,f
9621,1.41,0.06,f
9622,0,0,t
9623,0,0,t
9624,0.01,0,t
9625,0,0,t
9626,0.14,0.01,t
9627,0,0,t
9628,0.02,0,t
9629,0,0,t
9630,1.73,0.07,f
9631,0,0,t
9632,0,0,t
9633,0,0,t
9634,0,0,t
9635,0.01,0,t
9636,0.03,0,t
9637,0,0,t
9638,0,0,t
9639,0.04,0,t
9640,0.19,0.01,t
9641,0,0,t
9642,0,0,t
9643,0.04,0,t
9644,0,0,t
9645,0,0,t
9646,0,0,t
9647,0,0,t
9648,0.03,0,t
9649,0,0,t
9650,0,0,t
9651,0.01,0,t
9652,0,0,t
9653,0,0,t
9654,0,0,t
9655,0,0,t
9656,0,0,t
9657,0,0,t
9658,0,0,t
9659,0,0,t
9660,0,0,t
9661,0,0,t
9662,0,0,t
9663,0,0,t
9664,0.04,0,t
9665,0.83,0.03,f
9666,0,0,t
9667,0,0,t
9668,0,0,t
9669,0,0,t
9670,0.13,0.01,t
9671,1.16,0.05,f
9672,0,0,t
9673,0.2,0.01,t
9674,0,0,t
9675,0,0,t
9676,0,0,t
9677,0,0,t
9678,0.08,0,t
9679,0,0,t
9680,0,0,t
9681,0.34,0.01,t
9682,0,0,t
9683,0,0,t
9684,0,0,t
9685,0,0,t
9686,0.01,0,t
9687,0,0,t
9688,0,0,t
9689,0,0,t
9690,0.06,0,t
9691,0,0,t
9692,0,0,t
9693,0.35,0.01,t
9694,0.03,0,t
9695,0.05,0,t
9696,0,0,t
9697,0,0,t
9698,0,0,t
9699,0,0,t
9700,0,0,t
9701,0.04,0,t
9702,0.02,0,t
9703,0,0,t
9704,0,0,t
9705,0,0,t
9706,0,0,t
9707,0,0,t
9708,0.25,0.01,t
9709,0,0,t
9710,0,0,t
9711,0.01,0,t
9712,0.41,0.02,t
9713,0,0,t
9714,0,0,t
9715,0,0,t
9716,0,0,t
9717,0,0,t
9718,0,0,t
9719,0,0,t
9720,0.15,0.01,t
9721,0,0,t
9722,0,0,t
9723,0,0,t
9724,0,0,t
9725,0,0,t
9726,0,0,t
9727,0,0,t
9728,0.24,0.01,t
9729,1.36,0.05,f
9730,0.02,0,t
9731,0,0,t
9732,0.01,0,t
9733,0,0,t
9734,0,0,t
9735,0,0,t
9736,0.08,0,t
9737,0.26,0.01,t
9738,0,0,t
9739,0,0,t
9740,0.03,0,t
9741,0.18,0.01,t
9742,0,0,t
9743,0.24,0.01,t
9744,0,0,t
9745,0,0,t
9746,0,0,t
9747,0,0,t
9748,0,0,t
9749,0,0,t
9750,0,0,t
9751,0,0,t
9752,0,0,t
9753,0,0,t
9754,0,0,t
9755,0,0,t
9756,0.04,0,t
9757,0,0,t
9758,0,0,t
9759,0,0,t
9760,0,0,t
9761,0.02,0,t
9762,0.14,0.01,t
9763,0,0,t
9764,0,0,t
9765,0,0,t
9766,0.26,0.01,t
9767,0,0,t
9768,0,0,t
9769,0,0,t
9770,0,0,t
9771,0,0,t
9772,0,0,t
9773,0.62,0.02,f
9774,0,0,t
9775,0,0,t
9776,0,0,t
9777,0,0,t
9778,0,0,t
9779,0,0,t
9780,0,0,t
9781,0.28,0.01,t
9782,1.41,0.06,f
9783,0,0,t
9784,0,0,t
9785,0,0,t
9786,0,0,t
9787,0.3,0.01,t
9788,0,0,t
9789,0,0,t
9790,0.02,0,t
9791,0,0,t
9792,0.98,0.04,f
9793,0,0,t
9794,0,0,t
9795,0.07,0,t
9796,0.01,0,t
9797,0,0,t
9798,0.06,0,t
9799,0,0,t
9800,0.07,0,t
9801,0,0,t
9802,0,0,t
9803,0.04,0,t
9804,0,0,t
9805,0,0,t
9806,0,0,t
9807,0,0,t
9808,0.14,0.01,t
9809,0,0,t
9810,0.07,0,t
9811,0,0,t
9812,0.15,0.01,t
9813,0,0,t
9814,0,0,t
9815,0,0,t
9816,0,0,t
9817,0,0,t
9818,1.51,0.06,f
9819,0,0,t
9820,0,0,t
9821,0.02,0,t
9822,0,0,t
9823,0.75,0.03,f
9824,0,0,t
9825,0,0,t
9826,0,0,t
9827,0,0,t
9828,0,0,t
9829,0,0,t
9830,0.13,0.01,t
9831,0.82,0.03,f
9832,0,0,t
9833,0,0,t
9834,0.01,0,t
9835,0.02,0,t
9836,0,0,t
9837,0,0,t
9838,0,0,t
9839,0.41,0.02,t
9840,0,0,t
9841,0.02,0,t
9842,0,0,t
9843,0.02,0,t
9844,0.13,0.01,t
9845,0,0,t
9846,0,0,t
9847,0,0,t
9848,0,0,t
9849,0,0,t
9850,0,0,t
9851,0,0,t
9852,0,0,t
9853,0,0,t
9854,0,0,t
9855,0,0,t
9856,0.03,0,t
9857,0,0,t
9858,0.01,0,t
9859,0.23,0.01,t
9860,0,0,t
9861,0,0,t
9862,0,0,t
9863,0,0,t
9864,0,0,t
9865,0,0,t
9866,0.17,0.01,t
9867,0,0,t
9868,0,0,t
9869,0,0,t
9870,0.01,0,t
9871,0,0,t
9872,0,0,t
9873,0,0,t
9874,0,0,t
9875,0.35,0.01,t
9876,0.17,0.01,t
9877,0.01,0,t
9878,0,0,t
9879,0,0,t
9880,0,0,t
9881,0,0,t
9882,0.09,0,t
9883,0,0,t
9884,0,0,t
9885,0.02,0,t
9886,0,0,t
9887,0.02,0,t
9888,0.04,0,t
9889,0,0,t
9890,0.13,0.01,t
9891,0,0,t
9892,0,0,t
9893,0,0,t
9894,0,0,t
9895,0,0,t
9896,0.53,0.02,f
9897,1.1,0.04,f
9898,0.19,0.01,t
9899,0,0,t
9900,0,0,t
9901,0,0,t
9902,0.05,0,t
9903,0,0,t
9904,0,0,t
9905,0,0,t
9906,0.89,0.04,f
9907,0.4,0.02,t
9908,0,0,t
9909,0,0,t
9910,0,0,t
9911,0,0,t
9912,0,0,t
9913,0,0,t
9914,0,0,t
9915,1.64,0.06,f
9916,0,0,t
9917,0,0,t
9918,0.01,0,t
9919,0.47,0.02,t
9920,0,0,t
9921,0,0,t
9922,0,0,t
9923,1.91,0.08,f
9924,0,0,t
9925,0,0,t
9926,0,0,t
9927,0,0,t
9928,0,0,t
9929,0,0,t
9930,0,0,t
9931,0.01,0,t
9932,0.39,0.02,t
9933,0,0,t
9934,0,0,t
9935,0,0,t
9936,0,0,t
9937,0,0,t
9938,0,0,t
9939,0,0,t
9940,0,0,t
9941,0,0,t
9942,0.69,0.03,f
9943,0,0,t
9944,0,0,t
9945,0,0,t
9946,0,0,t
9947,0,0,t
9948,0,0,t
9949,0,0,t
9950,0,0,t
9951,0.2,0.01,t
9952,0.04,0,t
9953,0.1,0,t
9954,0,0,t
9955,1.09,0.04,f
9956,0,0,t
9957,0.05,0,t
9958,0,0,t
9959,0,0,t
9960,0.01,0,t
9961,0,0,t
9962,0,0,t
9963,0,0,t
9964,0.29,0.01,t
9965,0,0,t
9966,0,0,t
9967,0,0,t
9968,0.01,0,t
9969,0,0,t
9970,0,0,t
9971,0,0,t
9972,0,0,t
9973,0,0,t
9974,0,0,t
9975,0,0,t
9976,0,0,t
9977,1.56,0.06,f
9978,0,0,t
9979,0,0,t
9980,0,0,t
9981,0,0,t
9982,0,0,t
9983,0,0,t
9984,0,0,t
9985,0,0,t
9986,0,0,t
9987,0.73,0.03,f
9988,0,0,t
9989,0,0,t
9990,0.02,0,t
9991,0,0,t
9992,0.03,0,t
9993,0,0,t
9994,0,0,t
9995,0.11,0,t
9996,0,0,t
9997,0.03,0,t
9998,0.23,0.01,t
9999,1.26,0.05,f
10000,0.56,0.02,f
10001,0,0,t
10002,0,0,t
10003,0,0,t
10004,0.02,0,t
10005,0.06,0,t
10006,0,0,t
10007,2.19,0.09,f
10008,0,0,t
10009,0,0,t
10010,0,0,t
10011,0.02,0,t
10012,0,0,t
10013,0.01,0,t
10014,0,0,t
10015,0,0,t
10016,0,0,t
10017,0,0,t
10018,0.63,0.02,f
10019,0,0,t
10020,0,0,t
10021,0,0,t
10022,0,0,t
10023,0,0,t
10024,0,0,t
10025,0.01,0,t
10026,0.03,0,t
10027,0,0,t
10028,0,0,t
10029,0.04,0,t
10030,0.01,0,t
10031,0.02,0,t
10032,0,0,t
10033,0.01,0,t
10034,0,0,t
10035,0,0,t
10036,0,0,t
10037,0.03,0,t
10038,0.01,0,t
10039,0,0,t
10040,0.01,0,t
10041,2.41,0.09,f
10042,0,0,t
10043,0,0,t
10044,0.02,0,t
10045,0,0,t
10046,0,0,t
10047,0,0,t
10048,0,0,t
10049,0,0,t
10050,0.04,0,t
10051,0,0,t
10052,0,0,t
10053,0,0,t
10054,0,0,t
10055,0.09,0,t
10056,0,0,t
10057,0,0,t
10058,0,0,t
10059,1.84,0.07,f
10060,0,0,t
10061,0.7,0.03,f
10062,0,0,t
10063,0,0,t
10064,0,0,t
10065,0,0,t
10066,0,0,t
10067,0,0,t
10068,0,0,t
10069,0.24,0.01,t
10070,0.03,0,t
10071,0.49,0.02,t
10072,0.11,0,t
10073,0,0,t
10074,0,0,t
10075,0.01,0,t
10076,0,0,t
10077,0.07,0,t
10078,0,0,t
10079,0,0,t
10080,0.02,0,t
10081,0.12,0,t
10082,0,0,t
10083,0.56,0.02,f
10084,0,0,t
10085,0.49,0.02,t
10086,0,0,t
10087,1.3,0.05,f
10088,0,0,t
10089,0,0,t
10090,0,0,t
10091,0.01,0,t
10092,0,0,t
10093,0.12,0,t
10094,0,0,t
10095,0.07,0,t
10096,0,0,t
10097,0.07,0,t
10098,0,0,t
10099,0,0,t
10100,0,0,t
10101,0,0,t
10102,0.44,0.02,t
10103,0,0,t
10104,0,0,t
10105,0,0,t
10106,0.04,0,t
10107,0,0,t
10108,0,0,t
10109,0,0,t
10110,0,0,t
10111,0,0,t
10112,0,0,t
10113,0,0,t
10114,0.14,0.01,t
10115,0,0,t
10116,0.01,0,t
10117,0,0,t
10118,0.42,0.02,t
10119,1.2,0.05,f
10120,0,0,t
10121,0,0,t
10122,0.31,0.01,t
10123,0,0,t
10124,0,0,t
10125,0,0,t
10126,0,0,t
10127,1.7,0.07,f
10128,0,0,t
10129,0,0,t
10130,0,0,t
10131,0,0,t
10132,0,0,t
10133,0,0,t
10134,0,0,t
10135,1.35,0.05,f
10136,0,0,t
10137,0.05,0,t
10138,0,0,t
10139,0,0,t
10140,0,0,t
10141,0,0,t
10142,0.08,0,t
10143,1.67,0.07,f
10144,0,0,t
10145,0,0,t
10146,0.69,0.03,f
10147,0,0,t
10148,0,0,t
10149,0,0,t
10150,0,0,t
10151,0,0,t
10152,1.12,0.04,f
10153,0,0,t
10154,0,0,t
10155,0,0,t
10156,1.73,0.07,f
10157,0,0,t
10158,0,0,t
10159,0.01,0,t
10160,0.24,0.01,t
10161,0,0,t
10162,0,0,t
10163,0,0,t
10164,0,0,t
10165,0,0,t
10166,0,0,t
10167,0,0,t
10168,0,0,t
10169,0,0,t
10170,0,0,t
10171,0.56,0.02,f
10172,1.6,0.06,f
10173,0,0,t
10174,0,0,t
10175,0,0,t
10176,0,0,t
10177,0.52,0.02,f
10178,0.08,0,t
10179,0.05,0,t
10180,0.13,0.01,t
10181,0,0,t
